"States and selected areas: Employment status of the civilian noninstitutional population, January 1976 to date, seasonally adjusted",,,,,,,,,,
"States and selected areas: Employment status of the civilian noninstitutional population,",,,,,,,,,,
"January 1976 to date, seasonally adjusted",,,,,,,,,,
,,,,,,,,,,
FIPS Code,State and area,Period,,Civilian non-institutional population,Civilian labor force,,,,,
29,Missouri,2020,11,"4,834,277","3,036,629",62.8,"2,879,909",59.6,"156,720",5.2
30,Montana,2020,11,"870,359","544,755",62.6,"520,962",59.9,"23,793",4.4
31,Nebraska,2020,11,"1,503,818","1,041,287",69.2,"1,009,949",67.2,"31,338",3
32,Nevada,2020,11,"2,472,878","1,506,223",60.9,"1,351,745",54.7,"154,478",10.3
33,New Hampshire,2020,11,"1,141,960","758,719",66.4,"722,240",63.2,"36,479",4.8
34,New Jersey,2020,11,"7,382,738","4,587,180",62.1,"4,257,812",57.7,"329,368",7.2
35,New Mexico,2020,11,"1,667,362","934,151",56,"856,129",51.3,"78,022",8.4
36,New York,2020,11,"16,142,297","9,501,651",58.9,"8,650,540",53.6,"851,111",9
51000,New York city,2020,11,"7,007,746","4,061,689",58,"3,536,644",50.5,"525,045",12.9
37,North Carolina,2020,11,"8,234,753","4,846,027",58.8,"4,565,785",55.4,"280,242",5.8
38,North Dakota,2020,11,"594,279","408,143",68.7,"389,755",65.6,"18,388",4.5
39,Ohio,2020,11,"9,313,334","5,731,408",61.5,"5,361,753",57.6,"369,655",6.4
40,Oklahoma,2020,11,"3,037,849","1,861,198",61.3,"1,761,825",58,"99,373",5.3
41,Oregon,2020,11,"3,444,649","2,136,274",62,"1,995,539",57.9,"140,735",6.6
42,Pennsylvania,2020,11,"10,453,540","6,513,611",62.3,"6,001,873",57.4,"511,738",7.9
44,Rhode Island,2020,11,"896,545","569,352",63.5,"529,558",59.1,"39,794",7
45,South Carolina,2020,11,"4,070,313","2,355,510",57.9,"2,237,939",55,"117,571",5
46,South Dakota,2020,11,"676,628","466,291",68.9,"451,436",66.7,"14,855",3.2
47,Tennessee,2020,11,"5,465,325","3,329,813",60.9,"3,132,917",57.3,"196,896",5.9
48,Texas,2020,11,"22,271,213","14,099,655",63.3,"13,118,277",58.9,"981,378",7
49,Utah,2020,11,"2,440,119","1,662,287",68.1,"1,599,269",65.5,"63,018",3.8
50,Vermont,2020,11,"536,045","331,745",61.9,"317,763",59.3,"13,982",4.2
51,Virginia,2020,11,"6,764,709","4,296,215",63.5,"4,069,768",60.2,"226,447",5.3
53,Washington,2020,11,"6,124,554","3,821,494",62.4,"3,559,623",58.1,"261,871",6.9
54,West Virginia,2020,11,"1,441,238","772,332",53.6,"721,870",50.1,"50,462",6.5
55,Wisconsin,2020,11,"4,697,877","3,112,384",66.3,"2,957,128",62.9,"155,256",5
56,Wyoming,2020,11,"451,122","292,059",64.7,"276,023",61.2,"16,036",5.5
1,Alabama,2020,12,"3,963,333","2,262,299",57.1,"2,160,217",54.5,"102,082",4.5
2,Alaska,2020,12,"544,686","347,391",63.8,"322,591",59.2,"24,800",7.1
4,Arizona,2020,12,"5,705,661","3,506,937",61.5,"3,276,178",57.4,"230,759",6.6
5,Arkansas,2020,12,"2,345,465","1,327,940",56.6,"1,260,968",53.8,"66,972",5
6,California,2020,12,"31,098,016","18,724,714",60.2,"17,035,354",54.8,"1,689,360",9
37,Los Angeles County,2020,12,"8,020,712","4,914,980",61.3,"4,373,091",54.5,"541,889",11
8,Colorado,2020,12,"4,602,842","3,106,008",67.5,"2,908,239",63.2,"197,769",6.4
9,Connecticut,2020,12,"2,908,603","1,813,440",62.3,"1,679,317",57.7,"134,123",7.4
10,Delaware,2020,12,"799,000","489,268",61.2,"462,081",57.8,"27,187",5.6
11,District of Columbia,2020,12,"546,132","376,041",68.9,"347,160",63.6,"28,881",7.7
12,Florida,2020,12,"17,595,822","10,126,856",57.6,"9,481,935",53.9,"644,921",6.4
13,Georgia,2020,12,"8,323,012","5,166,537",62.1,"4,904,882",58.9,"261,655",5.1
15,Hawaii,2020,12,"1,125,692","667,062",59.3,"598,857",53.2,"68,205",10.2
16,Idaho,2020,12,"1,441,771","910,168",63.1,"871,869",60.5,"38,299",4.2
17,Illinois,2020,12,"10,082,503","6,277,295",62.3,"5,800,435",57.5,"476,860",7.6
18,Indiana,2020,12,"5,296,070","3,354,439",63.3,"3,185,638",60.2,"168,801",5
19,Iowa,2020,12,"2,497,263","1,658,125",66.4,"1,587,944",63.6,"70,181",4.2
20,Kansas,2020,12,"2,250,047","1,506,060",66.9,"1,439,583",64,"66,477",4.4
21,Kentucky,2020,12,"3,520,285","1,993,090",56.6,"1,898,737",53.9,"94,353",4.7
22,Louisiana,2020,12,"3,572,963","2,057,414",57.6,"1,905,547",53.3,"151,867",7.4
23,Maine,2020,12,"1,132,991","675,535",59.6,"647,087",57.1,"28,448",4.2
24,Maryland,2020,12,"4,861,298","3,172,226",65.3,"2,963,290",61,"208,936",6.6
25,Massachusetts,2020,12,"5,726,297","3,747,394",65.4,"3,463,892",60.5,"283,502",7.6
26,Michigan,2020,12,"8,048,119","4,716,072",58.6,"4,385,830",54.5,"330,242",7
27,Minnesota,2020,12,"4,484,957","3,087,377",68.8,"2,940,522",65.6,"146,855",4.8
28,Mississippi,2020,12,"2,274,802","1,253,028",55.1,"1,170,780",51.5,"82,248",6.6
29,Missouri,2020,12,"4,835,819","3,033,074",62.7,"2,880,284",59.6,"152,790",5
30,Montana,2020,12,"871,776","544,466",62.5,"521,547",59.8,"22,919",4.2
31,Nebraska,2020,12,"1,504,066","1,041,079",69.2,"1,009,860",67.1,"31,219",3
32,Nevada,2020,12,"2,475,566","1,507,417",60.9,"1,361,861",55,"145,556",9.7
33,New Hampshire,2020,12,"1,142,616","757,812",66.3,"723,267",63.3,"34,545",4.6
34,New Jersey,2020,12,"7,383,652","4,610,180",62.4,"4,276,162",57.9,"334,018",7.2
35,New Mexico,2020,12,"1,667,761","935,911",56.1,"857,099",51.4,"78,812",8.4
36,New York,2020,12,"16,127,432","9,507,916",59,"8,676,918",53.8,"830,998",8.7
51000,New York city,2020,12,"6,989,872","4,070,153",58.2,"3,556,813",50.9,"513,340",12.6
37,North Carolina,2020,12,"8,244,227","4,859,161",58.9,"4,578,017",55.5,"281,144",5.8
38,North Dakota,2020,12,"594,239","407,388",68.6,"389,808",65.6,"17,580",4.3
39,Ohio,2020,12,"9,311,282","5,728,758",61.5,"5,369,434",57.7,"359,324",6.3
40,Oklahoma,2020,12,"3,039,775","1,862,412",61.3,"1,765,223",58.1,"97,189",5.2
41,Oregon,2020,12,"3,446,155","2,140,073",62.1,"1,999,803",58,"140,270",6.6
42,Pennsylvania,2020,12,"10,455,980","6,500,119",62.2,"6,005,360",57.4,"494,759",7.6
44,Rhode Island,2020,12,"896,680","571,217",63.7,"531,629",59.3,"39,588",6.9
45,South Carolina,2020,12,"4,075,082","2,355,309",57.8,"2,241,475",55,"113,834",4.8
46,South Dakota,2020,12,"677,240","466,395",68.9,"451,977",66.7,"14,418",3.1
47,Tennessee,2020,12,"5,468,845","3,329,940",60.9,"3,142,466",57.5,"187,474",5.6
48,Texas,2020,12,"22,298,042","14,126,885",63.4,"13,149,570",59,"977,315",6.9
49,Utah,2020,12,"2,444,958","1,664,619",68.1,"1,604,369",65.6,"60,250",3.6
50,Vermont,2020,12,"536,428","332,183",61.9,"317,955",59.3,"14,228",4.3
51,Virginia,2020,12,"6,766,687","4,292,824",63.4,"4,077,871",60.3,"214,953",5
53,Washington,2020,12,"6,126,700","3,823,366",62.4,"3,567,913",58.2,"255,453",6.7
54,West Virginia,2020,12,"1,440,830","772,376",53.6,"723,333",50.2,"49,043",6.3
55,Wisconsin,2020,12,"4,697,857","3,114,894",66.3,"2,962,289",63.1,"152,605",4.9
56,Wyoming,2020,12,"451,350","291,451",64.6,"275,632",61.1,"15,819",5.4
1,Alabama,2021,1,"3,964,058","2,253,279",56.8,"2,159,660",54.5,"93,619",4.2
2,Alaska,2021,1,"544,783","347,875",63.9,"323,507",59.4,"24,368",7
4,Arizona,2021,1,"5,712,140","3,508,607",61.4,"3,284,981",57.5,"223,626",6.4
5,Arkansas,2021,1,"2,346,151","1,326,579",56.5,"1,261,768",53.8,"64,811",4.9
6,California,2021,1,"31,077,485","18,716,287",60.2,"17,084,921",55,"1,631,366",8.7
37,Los Angeles County,2021,1,"8,011,347","4,926,360",61.5,"4,393,751",54.8,"532,609",10.8
8,Colorado,2021,1,"4,605,179","3,110,572",67.5,"2,915,414",63.3,"195,158",6.3
9,Connecticut,2021,1,"2,910,422","1,805,061",62,"1,676,036",57.6,"129,025",7.1
10,Delaware,2021,1,"799,871","490,491",61.3,"462,552",57.8,"27,939",5.7
11,District of Columbia,2021,1,"545,939","373,665",68.4,"346,453",63.5,"27,212",7.3
12,Florida,2021,1,"17,611,811","10,126,657",57.5,"9,530,583",54.1,"596,074",5.9
13,Georgia,2021,1,"8,328,214","5,154,262",61.9,"4,906,708",58.9,"247,554",4.8
15,Hawaii,2021,1,"1,125,646","671,566",59.7,"607,868",54,"63,698",9.5
16,Idaho,2021,1,"1,445,420","911,636",63.1,"874,069",60.5,"37,567",4.1
17,Illinois,2021,1,"10,075,882","6,269,566",62.2,"5,817,589",57.7,"451,977",7.2
18,Indiana,2021,1,"5,297,029","3,344,628",63.1,"3,186,437",60.2,"158,191",4.7
19,Iowa,2021,1,"2,497,419","1,660,626",66.5,"1,591,353",63.7,"69,273",4.2
20,Kansas,2021,1,"2,249,937","1,501,771",66.7,"1,441,027",64,"60,744",4
21,Kentucky,2021,1,"3,519,516","1,993,172",56.6,"1,900,590",54,"92,582",4.6
22,Louisiana,2021,1,"3,570,978","2,055,013",57.5,"1,910,988",53.5,"144,025",7
23,Maine,2021,1,"1,133,917","679,539",59.9,"649,472",57.3,"30,067",4.4
24,Maryland,2021,1,"4,861,231","3,160,521",65,"2,960,606",60.9,"199,915",6.3
25,Massachusetts,2021,1,"5,726,251","3,728,507",65.1,"3,470,808",60.6,"257,699",6.9
26,Michigan,2021,1,"8,044,998","4,765,557",59.2,"4,457,771",55.4,"307,786",6.5
27,Minnesota,2021,1,"4,485,097","3,063,282",68.3,"2,928,413",65.3,"134,869",4.4
28,Mississippi,2021,1,"2,274,083","1,252,204",55.1,"1,171,380",51.5,"80,824",6.5
29,Missouri,2021,1,"4,836,478","3,029,222",62.6,"2,881,114",59.6,"148,108",4.9
30,Montana,2021,1,"873,033","543,937",62.3,"522,136",59.8,"21,801",4
31,Nebraska,2021,1,"1,504,021","1,040,404",69.2,"1,009,833",67.1,"30,571",2.9
32,Nevada,2021,1,"2,477,947","1,503,503",60.7,"1,369,208",55.3,"134,295",8.9
33,New Hampshire,2021,1,"1,143,067","755,810",66.1,"723,695",63.3,"32,115",4.2
34,New Jersey,2021,1,"7,383,320","4,623,935",62.6,"4,286,991",58.1,"336,944",7.3
35,New Mexico,2021,1,"1,667,986","934,588",56,"857,819",51.4,"76,769",8.2
36,New York,2021,1,"16,109,808","9,510,556",59,"8,695,746",54,"814,810",8.6
51000,New York city,2021,1,"6,972,245","4,075,053",58.4,"3,573,190",51.2,"501,863",12.3
37,North Carolina,2021,1,"8,252,668","4,859,099",58.9,"4,585,403",55.6,"273,696",5.6
38,North Dakota,2021,1,"594,115","406,533",68.4,"390,090",65.7,"16,443",4
39,Ohio,2021,1,"9,307,273","5,713,047",61.4,"5,370,065",57.7,"342,982",6
40,Oklahoma,2021,1,"3,041,205","1,861,842",61.2,"1,767,881",58.1,"93,961",5
41,Oregon,2021,1,"3,446,966","2,138,971",62.1,"2,003,023",58.1,"135,948",6.4
42,Pennsylvania,2021,1,"10,456,351","6,484,465",62,"6,006,514",57.4,"477,951",7.4
44,Rhode Island,2021,1,"896,672","570,762",63.7,"533,371",59.5,"37,391",6.6
45,South Carolina,2021,1,"4,079,295","2,351,870",57.7,"2,243,885",55,"107,985",4.6
46,South Dakota,2021,1,"677,703","466,117",68.8,"452,462",66.8,"13,655",2.9
47,Tennessee,2021,1,"5,471,336","3,321,248",60.7,"3,142,994",57.4,"178,254",5.4
48,Texas,2021,1,"22,321,892","14,128,688",63.3,"13,176,603",59,"952,085",6.7
49,Utah,2021,1,"2,449,309","1,665,274",68,"1,608,739",65.7,"56,535",3.4
50,Vermont,2021,1,"536,669","332,768",62,"318,210",59.3,"14,558",4.4
51,Virginia,2021,1,"6,767,768","4,289,032",63.4,"4,083,522",60.3,"205,510",4.8
53,Washington,2021,1,"6,127,883","3,822,143",62.4,"3,577,505",58.4,"244,638",6.4
54,West Virginia,2021,1,"1,440,008","771,510",53.6,"724,385",50.3,"47,125",6.1
55,Wisconsin,2021,1,"4,696,865","3,111,250",66.2,"2,965,409",63.1,"145,841",4.7
56,Wyoming,2021,1,"451,465","290,758",64.4,"275,233",61,"15,525",5.3
1,Alabama,2021,2,"3,964,537","2,248,629",56.7,"2,160,405",54.5,"88,224",3.9
2,Alaska,2021,2,"544,649","348,730",64,"324,348",59.6,"24,382",7
4,Arizona,2021,2,"5,718,113","3,513,594",61.4,"3,294,632",57.6,"218,962",6.2
5,Arkansas,2021,2,"2,346,635","1,326,632",56.5,"1,263,051",53.8,"63,581",4.8
6,California,2021,2,"31,052,751","18,751,224",60.4,"17,145,438",55.2,"1,605,786",8.6
37,Los Angeles County,2021,2,"8,001,300","4,946,632",61.8,"4,417,936",55.2,"528,696",10.7
8,Colorado,2021,2,"4,607,137","3,120,423",67.7,"2,923,932",63.5,"196,491",6.3
9,Connecticut,2021,2,"2,912,060","1,801,650",61.9,"1,673,889",57.5,"127,761",7.1
10,Delaware,2021,2,"800,650","491,837",61.4,"463,175",57.8,"28,662",5.8
11,District of Columbia,2021,2,"545,638","372,432",68.3,"346,151",63.4,"26,281",7.1
12,Florida,2021,2,"17,626,029","10,146,437",57.6,"9,580,769",54.4,"565,668",5.6
13,Georgia,2021,2,"8,332,312","5,147,963",61.8,"4,910,774",58.9,"237,189",4.6
15,Hawaii,2021,2,"1,125,131","676,552",60.1,"614,782",54.6,"61,770",9.1
16,Idaho,2021,2,"1,449,004","913,626",63.1,"876,350",60.5,"37,276",4.1
17,Illinois,2021,2,"10,068,562","6,276,764",62.3,"5,835,568",58,"441,196",7
18,Indiana,2021,2,"5,297,932","3,340,630",63.1,"3,186,970",60.2,"153,660",4.6
19,Iowa,2021,2,"2,497,560","1,664,447",66.6,"1,594,351",63.8,"70,096",4.2
20,Kansas,2021,2,"2,249,637","1,499,701",66.7,"1,442,431",64.1,"57,270",3.8
21,Kentucky,2021,2,"3,518,594","1,995,342",56.7,"1,903,727",54.1,"91,615",4.6
22,Louisiana,2021,2,"3,568,610","2,055,207",57.6,"1,915,978",53.7,"139,229",6.8
23,Maine,2021,2,"1,134,853","683,786",60.3,"651,557",57.4,"32,229",4.7
24,Maryland,2021,2,"4,860,702","3,153,875",64.9,"2,959,502",60.9,"194,373",6.2
25,Massachusetts,2021,2,"5,726,085","3,722,952",65,"3,479,420",60.8,"243,532",6.5
26,Michigan,2021,2,"8,041,667","4,755,835",59.1,"4,455,037",55.4,"300,798",6.3
27,Minnesota,2021,2,"4,485,242","3,049,223",68,"2,920,607",65.1,"128,616",4.2
28,Mississippi,2021,2,"2,273,101","1,251,975",55.1,"1,172,525",51.6,"79,450",6.3
29,Missouri,2021,2,"4,836,872","3,029,346",62.6,"2,882,789",59.6,"146,557",4.8
30,Montana,2021,2,"874,238","544,373",62.3,"523,124",59.8,"21,249",3.9
31,Nebraska,2021,2,"1,503,957","1,040,690",69.2,"1,010,285",67.2,"30,405",2.9
32,Nevada,2021,2,"2,480,007","1,502,850",60.6,"1,375,544",55.5,"127,306",8.5
33,New Hampshire,2021,2,"1,143,494","754,957",66,"724,103",63.3,"30,854",4.1
34,New Jersey,2021,2,"7,382,503","4,633,685",62.8,"4,296,247",58.2,"337,438",7.3
35,New Mexico,2021,2,"1,667,921","935,634",56.1,"859,267",51.5,"76,367",8.2
36,New York,2021,2,"16,091,054","9,514,133",59.1,"8,716,557",54.2,"797,576",8.4
51000,New York city,2021,2,"6,953,942","4,078,709",58.7,"3,589,971",51.6,"488,738",12
37,North Carolina,2021,2,"8,259,794","4,860,455",58.8,"4,591,010",55.6,"269,445",5.5
38,North Dakota,2021,2,"593,950","406,294",68.4,"390,715",65.8,"15,579",3.8
39,Ohio,2021,2,"9,303,059","5,706,290",61.3,"5,370,701",57.7,"335,589",5.9
40,Oklahoma,2021,2,"3,042,368","1,862,554",61.2,"1,770,995",58.2,"91,559",4.9
41,Oregon,2021,2,"3,447,685","2,141,230",62.1,"2,007,417",58.2,"133,813",6.2
42,Pennsylvania,2021,2,"10,456,478","6,469,080",61.9,"6,009,638",57.5,"459,442",7.1
44,Rhode Island,2021,2,"896,633","571,466",63.7,"535,040",59.7,"36,426",6.4
45,South Carolina,2021,2,"4,082,858","2,350,817",57.6,"2,247,026",55,"103,791",4.4
46,South Dakota,2021,2,"678,190","466,383",68.8,"453,017",66.8,"13,366",2.9
47,Tennessee,2021,2,"5,473,472","3,314,265",60.6,"3,140,444",57.4,"173,821",5.2
48,Texas,2021,2,"22,343,036","14,145,623",63.3,"13,211,253",59.1,"934,370",6.6
49,Utah,2021,2,"2,453,625","1,667,547",68,"1,613,364",65.8,"54,183",3.2
50,Vermont,2021,2,"536,931","333,687",62.1,"318,860",59.4,"14,827",4.4
51,Virginia,2021,2,"6,767,875","4,290,522",63.4,"4,090,308",60.4,"200,214",4.7
53,Washington,2021,2,"6,128,579","3,828,675",62.5,"3,591,789",58.6,"236,886",6.2
54,West Virginia,2021,2,"1,439,258","771,629",53.6,"725,572",50.4,"46,057",6
55,Wisconsin,2021,2,"4,695,846","3,111,578",66.3,"2,969,003",63.2,"142,575",4.6
56,Wyoming,2021,2,"451,623","290,358",64.3,"275,038",60.9,"15,320",5.3
1,Alabama,2021,3,"3,966,103","2,246,935",56.7,"2,162,572",54.5,"84,363",3.8
2,Alaska,2021,3,"544,781","349,741",64.2,"325,207",59.7,"24,534",7
4,Arizona,2021,3,"5,725,513","3,518,399",61.5,"3,306,268",57.7,"212,131",6
5,Arkansas,2021,3,"2,347,897","1,327,830",56.6,"1,265,691",53.9,"62,139",4.7
6,California,2021,3,"31,034,364","18,814,655",60.6,"17,226,490",55.5,"1,588,165",8.4
37,Los Angeles County,2021,3,"7,991,569","4,973,489",62.2,"4,449,475",55.7,"524,014",10.5
8,Colorado,2021,3,"4,610,327","3,128,642",67.9,"2,935,122",63.7,"193,520",6.2
9,Connecticut,2021,3,"2,914,476","1,800,028",61.8,"1,673,263",57.4,"126,765",7
10,Delaware,2021,3,"801,693","493,374",61.5,"464,175",57.9,"29,199",5.9
11,District of Columbia,2021,3,"545,545","372,840",68.3,"346,702",63.6,"26,138",7
12,Florida,2021,3,"17,644,598","10,185,390",57.7,"9,639,226",54.6,"546,164",5.4
13,Georgia,2021,3,"8,338,715","5,148,350",61.7,"4,919,388",59,"228,962",4.4
15,Hawaii,2021,3,"1,124,835","677,232",60.2,"620,311",55.1,"56,921",8.4
16,Idaho,2021,3,"1,453,012","915,444",63,"879,023",60.5,"36,421",4
17,Illinois,2021,3,"10,063,882","6,287,955",62.5,"5,857,551",58.2,"430,404",6.8
18,Indiana,2021,3,"5,300,351","3,339,311",63,"3,190,115",60.2,"149,196",4.5
19,Iowa,2021,3,"2,498,464","1,670,183",66.8,"1,598,996",64,"71,187",4.3
20,Kansas,2021,3,"2,250,016","1,499,375",66.6,"1,444,182",64.2,"55,193",3.7
21,Kentucky,2021,3,"3,518,764","1,999,193",56.8,"1,908,102",54.2,"91,091",4.6
22,Louisiana,2021,3,"3,567,283","2,057,309",57.7,"1,922,240",53.9,"135,069",6.6
23,Maine,2021,3,"1,136,104","687,150",60.5,"653,480",57.5,"33,670",4.9
24,Maryland,2021,3,"4,861,381","3,154,316",64.9,"2,963,450",61,"190,866",6.1
25,Massachusetts,2021,3,"5,727,472","3,723,096",65,"3,491,467",61,"231,629",6.2
26,Michigan,2021,3,"8,040,579","4,752,565",59.1,"4,456,265",55.4,"296,300",6.2
27,Minnesota,2021,3,"4,486,661","3,043,369",67.8,"2,918,758",65.1,"124,611",4.1
28,Mississippi,2021,3,"2,272,748","1,252,828",55.1,"1,174,912",51.7,"77,916",6.2
29,Missouri,2021,3,"4,838,727","3,031,077",62.6,"2,886,502",59.7,"144,575",4.8
30,Montana,2021,3,"875,737","545,373",62.3,"524,693",59.9,"20,680",3.8
31,Nebraska,2021,3,"1,504,303","1,041,376",69.2,"1,011,304",67.2,"30,072",2.9
32,Nevada,2021,3,"2,482,690","1,502,044",60.5,"1,382,005",55.7,"120,039",8
33,New Hampshire,2021,3,"1,144,258","754,662",66,"724,806",63.3,"29,856",4
34,New Jersey,2021,3,"7,383,425","4,642,143",62.9,"4,307,957",58.3,"334,186",7.2
35,New Mexico,2021,3,"1,668,197","936,693",56.2,"862,186",51.7,"74,507",8
36,New York,2021,3,"16,076,209","9,518,545",59.2,"8,745,648",54.4,"772,897",8.1
51000,New York city,2021,3,"6,935,936","4,080,812",58.8,"3,610,523",52.1,"470,289",11.5
37,North Carolina,2021,3,"8,269,426","4,864,371",58.8,"4,599,449",55.6,"264,922",5.4
38,North Dakota,2021,3,"593,970","406,488",68.4,"391,757",66,"14,731",3.6
39,Ohio,2021,3,"9,301,607","5,705,613",61.3,"5,377,067",57.8,"328,546",5.8
40,Oklahoma,2021,3,"3,044,390","1,864,526",61.2,"1,775,260",58.3,"89,266",4.8
41,Oregon,2021,3,"3,449,345","2,145,162",62.2,"2,013,856",58.4,"131,306",6.1
42,Pennsylvania,2021,3,"10,459,550","6,457,507",61.7,"6,017,547",57.5,"439,960",6.8
44,Rhode Island,2021,3,"896,836","572,262",63.8,"536,664",59.8,"35,598",6.2
45,South Carolina,2021,3,"4,087,678","2,352,759",57.6,"2,251,903",55.1,"100,856",4.3
46,South Dakota,2021,3,"678,837","467,090",68.8,"453,847",66.9,"13,243",2.8
47,Tennessee,2021,3,"5,477,284","3,310,333",60.4,"3,140,624",57.3,"169,709",5.1
48,Texas,2021,3,"22,369,187","14,173,062",63.4,"13,262,510",59.3,"910,552",6.4
49,Utah,2021,3,"2,458,574","1,670,627",68,"1,618,746",65.8,"51,881",3.1
50,Vermont,2021,3,"537,320","334,668",62.3,"319,978",59.6,"14,690",4.4
51,Virginia,2021,3,"6,770,009","4,297,427",63.5,"4,102,160",60.6,"195,267",4.5
53,Washington,2021,3,"6,130,931","3,839,901",62.6,"3,610,849",58.9,"229,052",6
54,West Virginia,2021,3,"1,438,935","772,615",53.7,"727,357",50.5,"45,258",5.9
55,Wisconsin,2021,3,"4,696,123","3,112,694",66.3,"2,974,295",63.3,"138,399",4.4
56,Wyoming,2021,3,"451,895","290,136",64.2,"275,133",60.9,"15,003",5.2
1,Alabama,2021,4,"3,968,276","2,247,271",56.6,"2,164,981",54.6,"82,290",3.7
2,Alaska,2021,4,"545,016","350,704",64.3,"326,079",59.8,"24,625",7
4,Arizona,2021,4,"5,733,795","3,524,019",61.5,"3,318,992",57.9,"205,027",5.8
5,Arkansas,2021,4,"2,349,417","1,328,860",56.6,"1,268,521",54,"60,339",4.5
6,California,2021,4,"31,021,151","18,896,459",60.9,"17,327,065",55.9,"1,569,394",8.3
37,Los Angeles County,2021,4,"7,982,071","5,004,338",62.7,"4,487,821",56.2,"516,517",10.3
8,Colorado,2021,4,"4,614,277","3,140,868",68.1,"2,947,645",63.9,"193,223",6.2
9,Connecticut,2021,4,"2,917,311","1,801,002",61.7,"1,673,612",57.4,"127,390",7.1
10,Delaware,2021,4,"802,868","494,640",61.6,"465,310",58,"29,330",5.9
11,District of Columbia,2021,4,"545,499","374,203",68.6,"347,810",63.8,"26,393",7.1
12,Florida,2021,4,"17,665,777","10,229,312",57.9,"9,702,014",54.9,"527,298",5.2
13,Georgia,2021,4,"8,346,488","5,151,558",61.7,"4,930,129",59.1,"221,429",4.3
15,Hawaii,2021,4,"1,124,873","677,320",60.2,"624,979",55.6,"52,341",7.7
16,Idaho,2021,4,"1,457,231","917,519",63,"881,900",60.5,"35,619",3.9
17,Illinois,2021,4,"10,060,784","6,305,453",62.7,"5,880,966",58.5,"424,487",6.7
18,Indiana,2021,4,"5,303,508","3,340,602",63,"3,194,622",60.2,"145,980",4.4
19,Iowa,2021,4,"2,499,679","1,676,553",67.1,"1,604,506",64.2,"72,047",4.3
20,Kansas,2021,4,"2,250,798","1,500,352",66.7,"1,445,977",64.2,"54,375",3.6
21,Kentucky,2021,4,"3,519,461","2,003,198",56.9,"1,912,009",54.3,"91,189",4.6
22,Louisiana,2021,4,"3,566,519","2,059,901",57.8,"1,928,590",54.1,"131,311",6.4
23,Maine,2021,4,"1,137,544","690,045",60.7,"655,051",57.6,"34,994",5.1
24,Maryland,2021,4,"4,862,800","3,155,770",64.9,"2,969,604",61.1,"186,166",5.9
25,Massachusetts,2021,4,"5,729,695","3,732,410",65.1,"3,505,506",61.2,"226,904",6.1
26,Michigan,2021,4,"8,040,575","4,757,595",59.2,"4,460,597",55.5,"296,998",6.2
27,Minnesota,2021,4,"4,488,685","3,043,646",67.8,"2,921,235",65.1,"122,411",4
28,Mississippi,2021,4,"2,272,762","1,253,289",55.1,"1,177,012",51.8,"76,277",6.1
29,Missouri,2021,4,"4,841,322","3,032,403",62.6,"2,890,796",59.7,"141,607",4.7
30,Montana,2021,4,"877,361","546,827",62.3,"526,492",60,"20,335",3.7
31,Nebraska,2021,4,"1,504,880","1,042,152",69.3,"1,012,599",67.3,"29,553",2.8
32,Nevada,2021,4,"2,485,708","1,503,120",60.5,"1,388,339",55.9,"114,781",7.6
33,New Hampshire,2021,4,"1,145,178","754,850",65.9,"725,641",63.4,"29,209",3.9
34,New Jersey,2021,4,"7,385,376","4,655,053",63,"4,320,316",58.5,"334,737",7.2
35,New Mexico,2021,4,"1,668,760","940,052",56.3,"866,165",51.9,"73,887",7.9
36,New York,2021,4,"16,063,688","9,533,452",59.3,"8,779,923",54.7,"753,529",7.9
51000,New York city,2021,4,"6,918,199","4,090,940",59.1,"3,632,829",52.5,"458,111",11.2
37,North Carolina,2021,4,"8,280,510","4,867,339",58.8,"4,608,820",55.7,"258,519",5.3
38,North Dakota,2021,4,"594,119","406,784",68.5,"392,870",66.1,"13,914",3.4
39,Ohio,2021,4,"9,301,415","5,711,033",61.4,"5,388,317",57.9,"322,716",5.7
40,Oklahoma,2021,4,"3,046,967","1,866,893",61.3,"1,779,949",58.4,"86,944",4.7
41,Oregon,2021,4,"3,451,478","2,148,855",62.3,"2,021,182",58.6,"127,673",5.9
42,Pennsylvania,2021,4,"10,464,104","6,450,954",61.6,"6,028,272",57.6,"422,682",6.6
44,Rhode Island,2021,4,"897,161","573,677",63.9,"538,078",60,"35,599",6.2
45,South Carolina,2021,4,"4,093,280","2,356,328",57.6,"2,257,620",55.2,"98,708",4.2
46,South Dakota,2021,4,"679,624","467,946",68.9,"454,728",66.9,"13,218",2.8
47,Tennessee,2021,4,"5,481,858","3,311,768",60.4,"3,145,407",57.4,"166,361",5
48,Texas,2021,4,"22,399,030","14,208,934",63.4,"13,324,858",59.5,"884,076",6.2
49,Utah,2021,4,"2,463,924","1,674,849",68,"1,624,456",65.9,"50,393",3
50,Vermont,2021,4,"537,790","335,500",62.4,"321,370",59.8,"14,130",4.2
51,Virginia,2021,4,"6,773,228","4,304,522",63.6,"4,115,815",60.8,"188,707",4.4
53,Washington,2021,4,"6,134,272","3,853,611",62.8,"3,632,208",59.2,"221,403",5.7
54,West Virginia,2021,4,"1,438,849","773,841",53.8,"729,554",50.7,"44,287",5.7
55,Wisconsin,2021,4,"4,697,083","3,115,091",66.3,"2,980,470",63.5,"134,621",4.3
56,Wyoming,2021,4,"452,250","290,009",64.1,"275,376",60.9,"14,633",5
